date,     hour,   close_price,max_price,  min_price,  Total volume in BTC
20170124, 010000, 0.01572444, 0.01650000, 0.01550000, 494.860204
20170125, 010000, 0.01565834, 0.01621000, 0.01529951, 696.997217
20170126, 010000, 0.01595770, 0.01625982, 0.01537155, 373.569233
20170127, 010000, 0.01663469, 0.01678888, 0.01584626, 370.731354
20170128, 010000, 0.01650780, 0.01678827, 0.01631200, 299.097311
20170129, 010000, 0.01646899, 0.01675100, 0.01631318, 218.861007
20170130, 010000, 0.01710893, 0.01730010, 0.01642842, 401.472777
20170131, 010000, 0.01697372, 0.01747176, 0.01673135, 555.162240
20170201, 010000, 0.01651803, 0.01717653, 0.01580000, 724.848195
20170202, 010000, 0.01619411, 0.01663000, 0.01590490, 365.082686
20170203, 010000, 0.01694700, 0.01694700, 0.01595983, 283.945921
20170204, 010000, 0.01695760, 0.01741000, 0.01649940, 599.343729
20170205, 010000, 0.01676000, 0.01722473, 0.01619000, 445.003935
20170206, 010000, 0.01628000, 0.01684994, 0.01615800, 293.610251
20170207, 010000, 0.01630454, 0.01670000, 0.01595488, 282.252125
20170208, 010000, 0.01616786, 0.01667591, 0.01580000, 355.419431
20170209, 010000, 0.01604121, 0.01633800, 0.01591278, 267.698357
20170210, 010000, 0.01681199, 0.01695000, 0.01602505, 498.235723
20170211, 010000, 0.01691000, 0.01715021, 0.01666646, 362.555484
20170212, 010000, 0.01699208, 0.01716467, 0.01670439, 216.284760
20170213, 010000, 0.01704785, 0.01709175, 0.01670000, 264.348238
20170214, 010000, 0.01694305, 0.01712700, 0.01681000, 246.652693
20170215, 010000, 0.01866170, 0.01882000, 0.01683502, 1151.72152
20170216, 010000, 0.01937643, 0.01990000, 0.01850000, 1412.36618
20170217, 010000, 0.01866297, 0.01950000, 0.01835500, 594.822599
20170218, 010000, 0.01935999, 0.01955692, 0.01845021, 608.211125
20170219, 010000, 0.02055825, 0.02199998, 0.01932255, 2228.24666
20170220, 010000, 0.02077739, 0.02270000, 0.02049998, 2748.02909
20170221, 010000, 0.01921502, 0.02130907, 0.01870516, 2079.16841
20170222, 010000, 0.01963152, 0.01998888, 0.01848706, 1466.82105
20170223, 010000, 0.02062181, 0.02109601, 0.01916493, 1137.93882
20170224, 010000, 0.02157600, 0.02188000, 0.02049660, 2169.24810
20170225, 010000, 0.02188000, 0.02489990, 0.01992808, 6783.32801
20170226, 010000, 0.02340016, 0.02389994, 0.02116193, 2325.52112
20170227, 010000, 0.02416000, 0.02452199, 0.02310000, 2008.33082
20170228, 010000, 0.02403743, 0.02430837, 0.02315584, 1613.87221
20170301, 010000, 0.03064904, 0.03180000, 0.02391004, 9314.01358
20170302, 010000, 0.03757484, 0.04330000, 0.02982036, 19908.8883
20170303, 010000, 0.03350040, 0.04850000, 0.02925000, 40226.4340
20170304, 010000, 0.03692374, 0.04099725, 0.03270000, 15385.7779
20170305, 010000, 0.03299879, 0.03834830, 0.03226718, 5246.87364
20170306, 010000, 0.03536317, 0.03678352, 0.03155210, 5768.57501
20170307, 010000, 0.03724165, 0.03738735, 0.03434035, 3818.98851
20170308, 010000, 0.03755010, 0.03770000, 0.03620005, 3050.51978
20170309, 010000, 0.03911210, 0.03992100, 0.03579669, 3005.33933
20170310, 010000, 0.04476000, 0.04580000, 0.03901000, 12462.5083
20170311, 010000, 0.04496660, 0.04784001, 0.03903121, 11876.1450
20170312, 010000, 0.05870119, 0.06348900, 0.04487366, 35064.0381
20170313, 010000, 0.06229649, 0.06650000, 0.05440000, 24166.4158
20170314, 010000, 0.06321575, 0.06583333, 0.05644717, 14812.9112
20170315, 010000, 0.07067590, 0.07399000, 0.06028000, 19685.1193
20170316, 010000, 0.07525002, 0.08243210, 0.06968500, 38884.8539
20170317, 010000, 0.08249997, 0.08332336, 0.06566000, 25948.9323
20170318, 010000, 0.09105000, 0.09599999, 0.07200000, 22078.7427
20170319, 010000, 0.10457000, 0.12415680, 0.09087921, 38720.6381
20170320, 010000, 0.10496051, 0.11531588, 0.09360000, 20310.8343
20170321, 010000, 0.09315095, 0.10630000, 0.09122308, 15119.5486
20170322, 010000, 0.08790001, 0.09650067, 0.08073650, 16696.4075
20170323, 010000, 0.09630999, 0.10500000, 0.08159018, 27632.6444
20170324, 010000, 0.09935000, 0.10076685, 0.09450000, 7032.76103
20170325, 010000, 0.10536000, 0.11800000, 0.09750000, 18187.5481
20170326, 010000, 0.09659402, 0.10610565, 0.09350000, 9556.76376
20170327, 010000, 0.09180001, 0.09800000, 0.09050002, 9086.67206
20170328, 010000, 0.07837999, 0.09229999, 0.07400000, 23481.4244
20170329, 010000, 0.08150000, 0.08599889, 0.07636002, 10179.1620
20170330, 010000, 0.08004000, 0.08238182, 0.07800000, 4849.98492
20170331, 010000, 0.07099935, 0.08046368, 0.06950345, 10188.6502
20170401, 010000, 0.06133999, 0.07341416, 0.06000000, 12329.5675
20170402, 010000, 0.06235089, 0.06640293, 0.06050000, 6360.60545
20170403, 010000, 0.04930001, 0.06494263, 0.03458113, 17315.1037
20170404, 010000, 0.05211815, 0.05885000, 0.04660810, 13824.7137
20170405, 010000, 0.06050842, 0.06543620, 0.05199989, 11941.2135
20170406, 010000, 0.06079999, 0.07000002, 0.05775347, 11345.1172
20170407, 010000, 0.05727001, 0.06214403, 0.05324363, 4650.93437
20170408, 010000, 0.05659018, 0.06293812, 0.05340000, 3237.77517
20170409, 010000, 0.05790875, 0.06000000, 0.05566000, 1906.02779
20170410, 010000, 0.05410000, 0.05793991, 0.05370000, 1991.61313
20170411, 010000, 0.05222000, 0.05413728, 0.04950007, 3634.70672
20170412, 010000, 0.04915292, 0.05243000, 0.04861649, 3095.79619
20170413, 010000, 0.05789999, 0.05799998, 0.04903000, 9143.56416
20170414, 010000, 0.05871391, 0.06655555, 0.05789978, 11609.5726
20170415, 010000, 0.05928400, 0.06296659, 0.05789978, 4695.77069
20170416, 010000, 0.06411002, 0.06803901, 0.05910002, 6428.83510
20170417, 010000, 0.06330002, 0.06484251, 0.06278266, 1890.24116
20170418, 010000, 0.05989271, 0.06450000, 0.05988632, 2735.86606
20170419, 010000, 0.06242420, 0.06300000, 0.05776560, 4457.92500
20170420, 010000, 0.05860012, 0.06245951, 0.05858500, 2077.99457
20170421, 010000, 0.05782004, 0.05927550, 0.05669231, 2486.52071
